Lab_ID	Sample_ID	Sample_Collection_Date	Sample_Site	Variant_name	Variant_proportion	Pipeline_date
LAB0000233	1000232	2024-06-30	U	KP.1	0.00129609	2024-07-10
LAB0000233	1000232	2024-06-30	U	KW.1.1	0.00133253	2024-07-10
LAB0000233	1000232	2024-06-30	U	LF.2	0.00172518	2024-07-10
LAB0000233	1000232	2024-06-30	U	JN.1.19	0.00119444	2024-07-10
LAB0000233	1000232	2024-06-30	U	JN.1.57.1	0.0008234	2024-07-10
LAB0000233	1000232	2024-06-30	U	unreportable	0.01362904	2024-07-10
LAB0000234	1000233	2024-03-14	B	JN.1.4.6	0.43002936	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.8	0.13469869	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.7	0.13446901	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.4.3	0.12649973	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.32	0.15521997	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.29	0.0029101	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.8.1	0.00258456	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.16	0.00139428	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.1.2.1	0.00191303	2024-03-20
LAB0000234	1000233	2024-03-14	B	JN.3.2.1	0.00139496	2024-03-20
LAB0000234	1000233	2024-03-14	B	unreportable	0.0088863	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.32	0.33267654	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1	0.29120034	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.4.6	0.29338496	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.4.5	0.03887377	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.4	0.01216823	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.4.3	0.00962869	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.16	0.00719239	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.15	0.00230463	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.8.1	0.00227092	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.28	0.00197907	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.9.1	0.00157149	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.29	0.00117153	2024-03-20
LAB0000235	1000234	2024-03-14	N	JN.1.19	0.0011625	2024-03-20
LAB0000235	1000234	2024-03-14	N	unreportable	0.00441492	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.4.3	0.34216673	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.4.6	0.44648657	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.8	0.16085462	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.32	0.0344501	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.8.1	0.00497257	2024-03-20
LAB0000236	1000235	2024-03-13	V	JN.1.7	0.00179509	2024-03-20
LAB0000236	1000235	2024-03-13	V	unreportable	0.00927432	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.4.2	0.50106581	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.7	0.30283217	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.4.5	0.08338632	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.2.5	0.09238218	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.20	0.00336615	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.16	0.00195688	2024-03-20
LAB0000237	1000236	2024-03-14	Z	XDP	0.00128095	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.28	0.00197832	2024-03-20
LAB0000237	1000236	2024-03-14	Z	JN.1.2.1	0.00089427	2024-03-20
LAB0000237	1000236	2024-03-14	Z	unreportable	0.01085694	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.13	0.42522444	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.18	0.21696953	2024-03-20
LAB0000238	1000237	2024-03-14	R	KQ.1	0.17491371	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.26	0.15448619	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.32	0.00684329	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.15	0.00388155	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.13.1	0.00226706	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.29	0.00255585	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.4.2	0.00132329	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.19	0.00085205	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.8.2	0.00098986	2024-03-20
LAB0000238	1000237	2024-03-14	R	JN.1.8.1	0.00119149	2024-03-20
LAB0000238	1000237	2024-03-14	R	unreportable	0.00850169	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.32	0.23342495	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.8	0.23577041	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.18	0.24421618	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.11	0.14471721	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.7	0.04877326	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.7.2	0.07375101	2024-03-20
LAB0000239	1000238	2024-03-14	L	KR.1	0.00287958	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.4.2	0.00152513	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.1.3	0.00141991	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.19	0.00161555	2024-03-20
LAB0000239	1000238	2024-03-14	L	JN.1.3	0.00113408	2024-03-20
LAB0000239	1000238	2024-03-14	L	unreportable	0.01077272	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.4.2	0.27952416	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.4.6	0.22748508	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.8	0.18921217	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.12	0.16616154	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.4	0.05448078	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1	0.06182375	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.28	0.00351069	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.16	0.00279882	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.21	0.0011697	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.5	0.00139665	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.3	0.00101445	2024-03-20
LAB0000240	1000239	2024-03-14	W	JN.1.4.5	0.00100467	2024-03-20
LAB0000240	1000239	2024-03-14	W	unreportable	0.01041754	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.16	0.61531784	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.11	0.23605889	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.26	0.08396258	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.14	0.04795191	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.29	0.0053196	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.23	0.00120481	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.10	0.00149819	2024-03-20
LAB0000241	1000240	2024-03-14	A	JN.1.19	0.00115758	2024-03-20
LAB0000241	1000240	2024-03-14	A	unreportable	0.00752861	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1	0.15430144	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.18	0.16112796	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.4.4	0.147721	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.18.1	0.24865192	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.4	0.1240956	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.15	0.13506263	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.31	0.01378429	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.8.2	0.0020954	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.28	0.00187412	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.19	0.00119644	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.27	0.00100165	2024-03-20
LAB0000242	1000241	2024-03-14	C	JN.1.4.2	0.00074941	2024-03-20
LAB0000242	1000241	2024-03-14	C	unreportable	0.00833814	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.32	0.39676125	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1	0.24102228	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.21	0.22185427	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.8	0.12099046	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.28	0.002071	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.29	0.00224901	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.8.1	0.00215826	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.17	0.0012805	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.19	0.00159614	2024-03-20
LAB0000243	1000242	2024-03-13	U	JN.1.16	0.00100843	2024-03-20
LAB0000243	1000242	2024-03-13	U	unreportable	0.00900838	2024-03-20
LAB0000244	1000243	2024-03-14	H	JN.1.4.3	0.38298865	2024-03-20
LAB0000244	1000243	2024-03-14	H	JN.1.32	0.60609228	2024-03-20
LAB0000244	1000243	2024-03-14	H	JN.1.8.1	0.00149644	2024-03-20
LAB0000244	1000243	2024-03-14	H	JN.1.23	0.00143844	2024-03-20
LAB0000244	1000243	2024-03-14	H	JN.1.16	0.00147212	2024-03-20
LAB0000244	1000243	2024-03-14	H	unreportable	0.00651207	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.1	0.2039935	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.4	0.09995724	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.20	0.2223392	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.10	0.19289503	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.15	0.1444802	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1	0.12477452	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.4.5	0.0015535	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.16	0.00150531	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.29	0.00220758	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.23	0.00148139	2024-03-20
LAB0000245	1000244	2024-03-14	P	JN.1.28	0.00097946	2024-03-20
LAB0000245	1000244	2024-03-14	P	unreportable	0.00383307	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.12	0.46350459	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.29	0.39987952	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.1.4	0.12806912	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.13.1	0.0027304	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.28	0.00240244	2024-03-20
LAB0000246	1000245	2024-03-15	X	JN.1.2.1	0.00107982	2024-03-20
LAB0000246	1000245	2024-03-15	X	unreportable	0.0023341	2024-03-20
LAB0000247	1000246	2024-03-15	Q	JN.1.32	0.99078863	2024-03-20
LAB0000247	1000246	2024-03-15	Q	JN.1.10	0.00199392	2024-03-20
LAB0000247	1000246	2024-03-15	Q	JN.1.16	0.00157305	2024-03-20
LAB0000247	1000246	2024-03-15	Q	unreportable	0.0056444	2024-03-20
LAB0000248	1000247	2024-03-15	I	JN.1	0.54011584	2024-03-20
LAB0000248	1000247	2024-03-15	I	JN.1.9	0.44503462	2024-03-20
LAB0000248	1000247	2024-03-15	I	JN.1.16	0.00239966	2024-03-20
LAB0000248	1000247	2024-03-15	I	JN.1.4.5	0.00122945	2024-03-20
LAB0000248	1000247	2024-03-15	I	JN.1.28	0.00121473	2024-03-20
LAB0000248	1000247	2024-03-15	I	unreportable	0.01000571	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.4.6	0.43113343	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.7	0.34934423	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1	0.1346683	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.32	0.0618541	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.8.1	0.00401378	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.5	0.00338383	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.16	0.00263143	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.29	0.00118455	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.17	0.00159828	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.3	0.00178415	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.28	0.0019522	2024-03-20
LAB0000249	1000248	2024-03-15	E	JN.1.19	0.00163958	2024-03-20
LAB0000249	1000248	2024-03-15	E	unreportable	0.00481216	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.4	0.52447009	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1	0.45188415	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.16	0.00428653	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.4.2	0.00437355	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.21	0.00143386	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.19	0.0022076	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.3	0.00174105	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.15	0.00139726	2024-03-20
LAB0000250	1000249	2024-03-15	Y	JN.1.23	0.0012701	2024-03-20
LAB0000250	1000249	2024-03-15	Y	unreportable	0.00693581	2024-03-20
LAB0000251	1000250	2024-06-24	Q	KP.3.3	0.84140971	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.3	0.08709165	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.5	0.0244932	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.2.2	0.02186041	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.4.1	0.00804553	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.2.3	0.0059065	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.2.15	0.00434591	2024-07-05
LAB0000251	1000250	2024-06-24	Q	KP.4.2.2	0.00183475	2024-07-05
LAB0000251	1000250	2024-06-24	Q	unreportable	0.00501233	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.2.3	0.66944653	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.3	0.07802386	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.3.2	0.08917509	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.3.2.1	0.08845152	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.2	0.04145454	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.2.10	0.00850386	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.3.3	0.01019361	2024-07-05
LAB0000252	1000251	2024-06-26	M	JN.1.11.1	0.00320319	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.2.15	0.00305458	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.1.1.1	0.00213408	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.3.2.2	0.00122731	2024-07-05
LAB0000252	1000251	2024-06-26	M	KP.2.8	0.00103618	2024-07-05
LAB0000252	1000251	2024-06-26	M	unreportable	0.00409564	2024-07-05
LAB0000253	1000252	2024-06-26	G	KP.2.10	0.42081633	2024-07-05
LAB0000253	1000252	2024-06-26	G	KP.3	0.19035876	2024-07-05
LAB0000253	1000252	2024-06-26	G	LB.1	0.21278199	2024-07-05
LAB0000253	1000252	2024-06-26	G	KP.3.1	0.07281399	2024-07-05
LAB0000253	1000252	2024-06-26	G	KP.3.3	0.05506421	2024-07-05
LAB0000253	1000252	2024-06-26	G	JN.1.11	0.01675675	2024-07-05
LAB0000253	1000252	2024-06-26	G	JN.1.42.1	0.01604503	2024-07-05
LAB0000253	1000252	2024-06-26	G	LF.2	0.00297628	2024-07-05
LAB0000253	1000252	2024-06-26	G	KP.4.1	0.00267984	2024-07-05
LAB0000253	1000252	2024-06-26	G	JN.1.54.1	0.00172031	2024-07-05
LAB0000253	1000252	2024-06-26	G	KS.1.1	0.00160186	2024-07-05
LAB0000253	1000252	2024-06-26	G	unreportable	0.00638466	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.3.1.1	0.23570619	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.16.1	0.27950338	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.3	0.12088765	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.1.1	0.13028539	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.3.3	0.05513976	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.7.4	0.03396765	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.16	0.03900727	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.1	0.03713873	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.4.6	0.02418444	2024-07-05
LAB0000254	1000253	2024-06-26	T	LF.2	0.00539834	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.55.1	0.00553598	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.4.2	0.00254589	2024-07-05
LAB0000254	1000253	2024-06-26	T	LF.1.1	0.00201017	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.18.4	0.00228683	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.54.1	0.00214638	2024-07-05
LAB0000254	1000253	2024-06-26	T	LF.1	0.00188584	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.3.2.1	0.00110816	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.29.1	0.00109517	2024-07-05
LAB0000254	1000253	2024-06-26	T	KP.2.2	0.00088374	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.23	0.00110149	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.58.2	0.00112671	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.58	0.00103073	2024-07-05
LAB0000254	1000253	2024-06-26	T	JN.1.48.1	0.00117367	2024-07-05
LAB0000254	1000253	2024-06-26	T	unreportable	0.01485044	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.2.3	0.19648403	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.3.1	0.1513227	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.1.1.3	0.13385848	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.18.2	0.09696395	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.3.1.1	0.08573614	2024-07-05
LAB0000255	1000254	2024-06-26	D	KS.1	0.07783988	2024-07-05
LAB0000255	1000254	2024-06-26	D	LB.1	0.05536113	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.16.1	0.03706679	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.2.15	0.02782283	2024-07-05
LAB0000255	1000254	2024-06-26	D	KQ.1	0.03488862	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.1.1	0.01310211	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.1.2	0.01953293	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.42.1	0.00993844	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.3.3	0.00608186	2024-07-05
LAB0000255	1000254	2024-06-26	D	LF.2	0.00427451	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.1.1.1	0.00310984	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.17	0.00184601	2024-07-05
LAB0000255	1000254	2024-06-26	D	LA.1	0.00253266	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.15	0.00271679	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.54	0.00244408	2024-07-05
LAB0000255	1000254	2024-06-26	D	LF.1	0.00199185	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.22	0.0021997	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.23	0.00136694	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.19	0.00139485	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.54.1	0.00204722	2024-07-05
LAB0000255	1000254	2024-06-26	D	KP.3.2.1	0.00097687	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.21	0.00126456	2024-07-05
LAB0000255	1000254	2024-06-26	D	LE.1	0.00121266	2024-07-05
LAB0000255	1000254	2024-06-26	D	KY.1	0.00126718	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.8.4	0.000876	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.41	0.00160242	2024-07-05
LAB0000255	1000254	2024-06-26	D	JN.1.58.2	0.00105417	2024-07-05
LAB0000255	1000254	2024-06-26	D	LH.1	0.00100929	2024-07-05
LAB0000255	1000254	2024-06-26	D	KS.1.1	0.00126445	2024-07-05
LAB0000255	1000254	2024-06-26	D	unreportable	0.01754803	2024-07-05
LAB0000256	1000255	2024-06-26	S	KP.3.1.1	0.76003066	2024-07-05
LAB0000256	1000255	2024-06-26	S	KP.3.1	0.11957097	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.32.1	0.08380434	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.43	0.00337048	2024-07-05
LAB0000256	1000255	2024-06-26	S	KP.1.2	0.00651557	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.58	0.00233165	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.5	0.00170736	2024-07-05
LAB0000256	1000255	2024-06-26	S	KP.3.2.2	0.00164703	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.54	0.0017646	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.55	0.00101612	2024-07-05
LAB0000256	1000255	2024-06-26	S	KP.1.1.3	0.0015109	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.21	0.00176566	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.51	0.00089473	2024-07-05
LAB0000256	1000255	2024-06-26	S	JN.1.23	0.00111825	2024-07-05
LAB0000256	1000255	2024-06-26	S	unreportable	0.01295167	2024-07-05
LAB0000257	1000256	2024-06-26	J	KW.1.1	0.3815226	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.1.2	0.16938188	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.3	0.18016449	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.5	0.11228746	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.3.1	0.04784861	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.3.3	0.02620101	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.1	0.02236549	2024-07-05
LAB0000257	1000256	2024-06-26	J	JN.1.11.1	0.02057715	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.4	0.01444121	2024-07-05
LAB0000257	1000256	2024-06-26	J	LF.2	0.00446242	2024-07-05
LAB0000257	1000256	2024-06-26	J	JN.1.29.1	0.00291966	2024-07-05
LAB0000257	1000256	2024-06-26	J	JN.1.58.1	0.00307331	2024-07-05
LAB0000257	1000256	2024-06-26	J	JN.1.54.1	0.00354375	2024-07-05
LAB0000257	1000256	2024-06-26	J	JN.1.4.8	0.00353912	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.4.2.2	0.00179029	2024-07-05
LAB0000257	1000256	2024-06-26	J	KP.1.1.2	0.00109451	2024-07-05
LAB0000257	1000256	2024-06-26	J	unreportable	0.00478704	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.2	0.43522984	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.3.3	0.23684928	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.3.1	0.16217165	2024-07-05
LAB0000258	1000257	2024-06-27	W	LB.1	0.13938998	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.2.10	0.00480553	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.2.12	0.00278378	2024-07-05
LAB0000258	1000257	2024-06-27	W	JN.1.29.1	0.00158927	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.2.2	0.00233492	2024-07-05
LAB0000258	1000257	2024-06-27	W	KP.1.1.3	0.00165663	2024-07-05
LAB0000258	1000257	2024-06-27	W	JN.1.54.1	0.0019408	2024-07-05
LAB0000258	1000257	2024-06-27	W	unreportable	0.01124832	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.2.3	0.29299957	2024-07-05
LAB0000259	1000258	2024-06-27	B	LB.1	0.24781005	2024-07-05
LAB0000259	1000258	2024-06-27	B	JN.1.16.2	0.16666401	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.3	0.1182032	2024-07-05
LAB0000259	1000258	2024-06-27	B	LA.1	0.07811414	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.2.6	0.06461211	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.2.2	0.01246601	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.2.5	0.0041512	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.4.2	0.0026819	2024-07-05
LAB0000259	1000258	2024-06-27	B	JN.1.54.1	0.00266309	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.2.15	0.00241396	2024-07-05
LAB0000259	1000258	2024-06-27	B	KP.4.2.2	0.00148407	2024-07-05
LAB0000259	1000258	2024-06-27	B	unreportable	0.00573668	2024-07-05
LAB0000260	1000259	2024-06-27	H	KP.2.15	0.28351933	2024-07-05
LAB0000260	1000259	2024-06-27	H	KP.1.1	0.43722642	2024-07-05
LAB0000260	1000259	2024-06-27	H	KP.2	0.27344532	2024-07-05
LAB0000260	1000259	2024-06-27	H	KP.2.12	0.00172534	2024-07-05
LAB0000260	1000259	2024-06-27	H	XDV	0.00085958	2024-07-05
LAB0000260	1000259	2024-06-27	H	unreportable	0.00322401	2024-07-05
LAB0000261	1000260	2024-06-27	C	KP.1.1.3	0.34449992	2024-07-05
LAB0000261	1000260	2024-06-27	C	KP.2.3	0.36983944	2024-07-05
LAB0000261	1000260	2024-06-27	C	KS.1	0.14545646	2024-07-05
LAB0000261	1000260	2024-06-27	C	KP.1.1	0.07875181	2024-07-05
LAB0000261	1000260	2024-06-27	C	KP.1.1.1	0.04165363	2024-07-05
LAB0000261	1000260	2024-06-27	C	JN.1.58.2	0.001457	2024-07-05
LAB0000261	1000260	2024-06-27	C	LF.2	0.0027275	2024-07-05
LAB0000261	1000260	2024-06-27	C	JN.1.54.1	0.00298475	2024-07-05
LAB0000261	1000260	2024-06-27	C	LA.1	0.0014497	2024-07-05
LAB0000261	1000260	2024-06-27	C	KY.1	0.0013969	2024-07-05
LAB0000261	1000260	2024-06-27	C	JN.1.35	0.00075652	2024-07-05
LAB0000261	1000260	2024-06-27	C	LK.1	0.00086773	2024-07-05
LAB0000261	1000260	2024-06-27	C	unreportable	0.00815864	2024-07-05
LAB0000262	1000261	2024-06-27	A	KR.1	0.26973459	2024-07-05
LAB0000262	1000261	2024-06-27	A	KP.2.15	0.16235567	2024-07-05
